form	lemma	POS	morph
ཀ་	ཀ་	DET
མཁྱེན་བརྩེ་	མཁྱེན་བརྩེ་	PROPN
འི་	གི་	PART
དབང་པོ་	དབང་པོ་	NOUN
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
མན་ངག་	མན་ངག་	NOUN
མཉམ་མེད་	མཉམ་མེད་	ADJ
དབང་པོ་	དབང་པོ་	NOUN
འི་	གི་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
གནས་	གནས་	NOUN
རྙིང་	རྙིང་	NO_POS
མཁན་པོ་	མཁན་པོ་	NOUN
ཡར་འབྲོག་པ་	ཡར་འབྲོག་པ་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
ཏོག་	ཏོག་	NOUN
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ལེགས་བཤད་	ལེགས་བཤད་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཐོག་	ཐོག་	NOUN
ཏོག་	ཏོག་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
གནས་	གནས་	NOUN
རྙིང་	རྙིང་	NO_POS
མཁན་པོ་	མཁན་པོ་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
ཏོག་	ཏོག་	NOUN
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
མཛེ་	མཛེ་	VERB
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
རྒྱན་	རྒྱན་	NOUN
མཁས་པ་	མཁས་པ་	VERB
འི་	གི་	PART
ཡིད་འཕྲོག་	ཡིད་འཕྲོག་	ADJ
བཞུགས་	བཞུགས་	VERB
།		PUNCT
སྒྲ་ཚད་པ་	སྒྲ་ཚད་པ་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
རྣམ་རྒྱལ་	རྣམ་རྒྱལ་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
འདུལ་བ་	འདུལ་བ་	VERB
འི་	གི་	PART
ལག་ལེན་	ལག་ལེན་	NOUN
གྱི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
དྲི་མ་	དྲི་མ་	NOUN
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
།		PUNCT
བུ་	བུ་	NOUN
སྟོན་	སྟོན་	VERB
རིན་ཆེན་	རིན་ཆེན་	OTHER
གྲུབ་	གྲུབ་	VERB
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
དཔལ་	དཔལ་	OTHER
གསང་བ་	གསང་བ་	VERB
འདུས་པ་	འདུས་པ་	VERB
འི་	གི་	PART
རྒྱུད་	རྒྱུད་	NOUN
འགྲེལ་	འགྲེལ་	NOUN
གྱི་	གི་	PART
བཤད་	བཤད་	VERB
ཐབས་	ཐབས་	NOUN
ཀྱི་	གི་	PART
ཡན་ལག་	ཡན་ལག་	NOUN
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
འབྱེད་	འབྱེད་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
དགེ་སློང་	དགེ་སློང་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
གྲུབ་	གྲུབ་	VERB
ཀྱིས་	གིས་	PART
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
༑		PUNCT
		
ནང་	ནང་	NOUN
		
		
དཔལ་	དཔལ་	OTHER
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འི་	གི་	PART
ཕྱི་	ཕྱི་	NOUN
ནང་	ནང་	NOUN
གཞན་	གཞན་	DET
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
རྣམ་གཞག་	རྣམ་གཞག་	NOUN
རིག་ལྡན་	རིག་ལྡན་	NO_POS
མཆོད་པ་	མཆོད་པ་	VERB
འི་	གི་	PART
སྤྲིན་ཕུང་	སྤྲིན་ཕུང་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
།		PUNCT
ཤཱཀྱའི་		NON_WORD
བཙུན་པ་	བཙུན་པ་	NOUN
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
༑		PUNCT
		
ནང་	ནང་	NOUN
		
		
འོད་ཟེར་	འོད་ཟེར་	NOUN
དྲི་མེད་	དྲི་མེད་	ADJ
ཀྱི་	གི་	PART
དཀྱིལ་ཆོག་	དཀྱིལ་ཆོག་	OTHER
ལྷན་ཐབས་	ལྷན་ཐབས་	OTHER
དབང་	དབང་	NOUN
ཆོག་	ཆོག་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
མུན་སེལ་	མུན་སེལ་	NOUN
ཉིན་བྱེད་	ཉིན་བྱེད་	NOUN
སྣང་བ་	སྣང་བ་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
།		PUNCT
དགེ་སློང་	དགེ་སློང་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
གྲུབ་	གྲུབ་	VERB
ཀྱིས་	གིས་	PART
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
འོད་ཟེར་	འོད་ཟེར་	NOUN
དྲི་མེད་	དྲི་མེད་	ADJ
ཀྱི་	གི་	PART
དཀྱིལ་ཆོག་	དཀྱིལ་ཆོག་	OTHER
གི་	གི་	PART
ཁ་སྐོང་	ཁ་སྐོང་	NOUN
དབང་	དབང་	NOUN
ཆོག་	ཆོག་	VERB
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
ཆུ་རྒྱུན་	ཆུ་རྒྱུན་	NOUN
བཞུགས་	བཞུགས་	VERB
།		PUNCT
ཞ་ལུ་པ་	ཞ་ལུ་པ་	NO_POS
བསོད་ནམས་	བསོད་ནམས་	NOUN
མཆོག་	མཆོག་	ADJ
གིས་	གིས་	PART
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ཚེ་	ཚེ་	NOUN
མདོ་	མདོ་	NOUN
འི་	གི་	PART
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
བཞུགས་	བཞུགས་	VERB
།		PUNCT
རྒྱལ་ཁམས་པ་	རྒྱལ་ཁམས་པ་	NOUN
ཏཱ་ར་	ཏཱ་ར་	PROPN
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
གཏོ་	གཏོ་	VERB
ཆོག་	ཆོག་	VERB
མཛེ་	མཛེ་	VERB
རྒྱན་	རྒྱན་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ངོ་	ངོ་	PART
ར་	ལ་	PART
ཆེན་	ཆེན་	NO_POS
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
ལྷུན་གྲུབ་	ལྷུན་གྲུབ་	OTHER
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
༑		PUNCT
		
ནང་	ནང་	NOUN
		
		
དམ་ཚིག་	དམ་ཚིག་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
སྦྱིན་	སྦྱིན་	VERB
བསྲེག་	བསྲེག་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ས་སྐྱ་པ་	ས་སྐྱ་པ་	PROPN
དབང་	དབང་	NOUN
སྡུད་	སྡུད་	VERB
སྙིང་པོ་	སྙིང་པོ་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
འདུལ་	འདུལ་	NO_POS
ཏྲིཀྐ་		NON_WORD
ཉི་མ་	ཉི་མ་	NOUN
འི་	གི་	PART
འོད་ཟེར་	འོད་ཟེར་	NOUN
ལེགས་བཤད་	ལེགས་བཤད་	NOUN
ལུང་རིགས་	ལུང་རིགས་	NOUN
ཀྱི་	གི་	PART
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
དགེ་སློང་	དགེ་སློང་	NOUN
མ་	མ་	PART
འི་	གི་	PART
རྣམ་འབྱེད་	རྣམ་འབྱེད་	NOUN
ཞུ་བ་	ཞུ་བ་	VERB
སྤྱི་		
བསྟན་	བསྟན་	VERB
གཞི་	གཞི་	NOUN
སྨད་	སྨད་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཀུན་མཁྱེན་	ཀུན་མཁྱེན་	OTHER
མཚོ་སྣ་	མཚོ་སྣ་	NO_POS
བ་ཤེ་	བ་ཤེ་	NO_POS
ས་	གིས་	PART
རབ་	རབ་	ADV
བཟང་པོ་	བཟང་པོ་	ADJ
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
བླ་མ་	བླ་མ་	NOUN
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
བསྟོད་པ་	བསྟོད་པ་	VERB
དང་པ་	དང་པ་	NO_POS
འི་	གི་	PART
ལྗོན་ཤིང་	ལྗོན་ཤིང་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཇོ་	ཇོ་	NO_POS
ནང་	ནང་	NOUN
ཏཱ་ར་	ཏཱ་ར་	PROPN
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	NOUN
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
རྒྱལ་ཁམས་པ་	རྒྱལ་ཁམས་པ་	NOUN
ཏཱ་ར་	ཏཱ་ར་	PROPN
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	NOUN
ས་	གིས་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཀྱི་	གི་	PART
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
ངེས་པ་		
བརྗོད་པ་	བརྗོད་པ་	VERB
འི་	གི་	PART
དེབ་གཏེར་	དེབ་གཏེར་	OTHER
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
ཞིབ་མོ་	ཞིབ་མོ་	ADJ
མ་	མ་	PART
བཅོ་	བཅོ་	NUM
ས་	གིས་	PART
ལྷུག་པ་	ལྷུག་པ་	NO_POS
འི་	གི་	PART
རྟོགས་བརྗོད་	རྟོགས་བརྗོད་	NOUN
ཅེས་བྱ་བ་	ཅེས་བྱ་བ་	NO_POS
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཇོ་	ཇོ་	NO_POS
ནང་	ནང་	NOUN
ཏཱ་ར་	ཏཱ་ར་	PROPN
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	NOUN
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
ནང་	ནང་	NOUN
		
ཚད་མ་	ཚད་མ་	NOUN
རྣམ་འགྲེལ་	རྣམ་འགྲེལ་	PROPN
གྱི་	གི་	PART
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
རིགས་པ་	རིགས་པ་	VERB
འི་	གི་	PART
མཛོད་	མཛོད་	NOUN
ཅེས་བྱ་བ་	ཅེས་བྱ་བ་	NO_POS
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
འོ་	གོ་	PART
ཡུག་པ་	ཡུག་པ་	VERB
རིགས་པ་	རིགས་པ་	VERB
འི་	གི་	PART
སེང་གེ་	སེང་གེ་	NOUN
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་མ་	ནང་མ་	OTHER
		
ཆོས་རྗེ་	ཆོས་རྗེ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
མཁྱེན་པ་	མཁྱེན་པ་	VERB
བུ་	བུ་	NOUN
སྟོན་	སྟོན་	VERB
ལོ་ཙཱ་བ་	ལོ་ཙཱ་བ་	NOUN
འི་	གི་	PART
གསུང་རབ་	གསུང་རབ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བསྔོ་བ་	བསྔོ་བ་	VERB
འི་	གི་	PART
ཡིག་ཆ་	ཡིག་ཆ་	NOUN
བཞུགས་	བཞུགས་	VERB
།		PUNCT
བུ་	བུ་	NOUN
སྟོན་	སྟོན་	VERB
རིན་ཆེན་	རིན་ཆེན་	OTHER
གྲུབ་	གྲུབ་	VERB
།		PUNCT
དཔེ་	དཔེ་	NOUN
ཚུགས་	ཚུགས་	VERB
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
དཔལ་	དཔལ་	OTHER
ཀྱེ་	ཀྱེ་	INTJ
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
དབང་	དབང་	NOUN
གི་	གི་	PART
ཆུ་བོ་	ཆུ་བོ་	NOUN
འི་	གི་	PART
གསལ་བྱེད་	གསལ་བྱེད་	NOUN
ཀྱི་	གི་	PART
ལྷན་ཐབས་	ལྷན་ཐབས་	OTHER
ནོར་བུ་	ནོར་བུ་	NOUN
འི་	གི་	PART
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཆང་	འཆང་	NO_POS
ཚར་པ་	ཚར་པ་	NO_POS
ཆོས་རྗེ་	ཆོས་རྗེ་	NOUN
ས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཚ་	ཚ་	VERB
ཆེན་	ཆེན་	NO_POS
བློ་གསལ་	བློ་གསལ་	OTHER
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་མ་	ནང་མ་	OTHER
		
ལུང་སྟོན་པ་	ལུང་སྟོན་པ་	NOUN
ཀ་ལཱ་པ་	ཀ་ལཱ་པ་	PROPN
འི་	གི་	PART
མདོ་	མདོ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཤོང་	ཤོང་	NO_POS
སྟོན་	སྟོན་	VERB
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་མ་	ནང་མ་	OTHER
		
བརྡ་སྤྲོད་པ་	བརྡ་སྤྲོད་པ་	OTHER
དབྱངས་ཅན་	དབྱངས་ཅན་	PROPN
གྱི་	གི་	PART
མདོ་	མདོ་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཇོ་	ཇོ་	NO_POS
ནང་	ནང་	NOUN
ཏཱ་ར་	ཏཱ་ར་	PROPN
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	NOUN
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
དགེ་ཚུལ་	དགེ་ཚུལ་	VERB
གྱི་	གི་	PART
བསླབ་བྱ་	བསླབ་བྱ་	VERB
འི་	གི་	PART
དབུ་	དབུ་	NOUN
ཕྱོགས་	ཕྱོགས་	NOUN
སོ་	གོ་	PART
།		PUNCT
གྲགས་པ་	གྲགས་པ་	VERB
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
གྱིས་	གིས་	PART
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
སྡོམ་པ་	སྡོམ་པ་	NOUN
ཉི་ཤུ་པ་	ཉི་ཤུ་པ་	NUM
འི་	གི་	PART
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཤཱཀྱའི་		NON_WORD
དགེ་བསྙེན་	དགེ་བསྙེན་	NOUN
གྲགས་པ་	གྲགས་པ་	VERB
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
མཆོད་རྟེན་	མཆོད་རྟེན་	NOUN
གྱི་	གི་	PART
དཀར་ཆག་	དཀར་ཆག་	NOUN
ངོ་མཚར་	ངོ་མཚར་	ADJ
མེ་ལོང་	མེ་ལོང་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
།		PUNCT
བནྡེ་		NON_WORD
ཚུལ་ཁྲིམས་	ཚུལ་ཁྲིམས་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
།		PUNCT
ཤིང་	ཅིང་	PART
